id,team_name,win_points,win_streak,prev_score,standing
16817,松本,1,0,3,
16817,柏,4,0,1,
16817,神戸,0,0,0,
16817,山形,0,0,0,
16817,湘南,3,1,2,
16817,仙台,1,0,1,
16817,鳥栖,,1,2,
16818,G大阪,1,0,2,
16818,甲府,3,1,1,
16818,FC東京,2,0,0,
16818,清水,1,0,0,
16818,名古屋,1,0,0,
16818,浦和,6,2,1,
16818,川崎F,3,1,3,
16818,広島,,1,2,
16818,横浜FM,1,0,0,
16818,新潟,1,0,0,
16818,鹿島,0,0,1,
16818,松本,1,0,3,
16818,柏,4,0,1,
16818,神戸,0,0,0,
16818,山形,0,0,0,
16818,湘南,3,1,2,
16818,仙台,1,0,1,
16818,鳥栖,,1,2,
16819,G大阪,1,0,2,
16819,甲府,3,1,1,
16819,FC東京,2,0,0,
16819,清水,1,0,0,
16819,名古屋,1,0,0,
16819,浦和,6,2,1,
16819,川崎F,4,0,2,
16819,広島,,1,2,
16819,横浜FM,1,0,0,
16819,新潟,1,0,0,
16819,鹿島,0,0,1,
16819,松本,1,0,3,
16819,柏,4,0,1,
16819,神戸,1,0,2,
16819,山形,0,0,0,
16819,湘南,3,1,2,
16819,仙台,1,0,1,
16819,鳥栖,,1,2,
16820,G大阪,1,0,0,
16820,甲府,3,1,1,
16820,FC東京,2,0,0,
16820,清水,1,0,0,
16820,名古屋,1,0,0,
16820,浦和,6,2,1,
16820,川崎F,4,0,2,
16820,広島,,1,2,
16820,横浜FM,1,0,0,
16820,新潟,1,0,0,
16820,鹿島,0,0,1,
16820,松本,1,0,3,
16820,柏,4,0,1,
16820,神戸,1,0,2,
16820,山形,0,0,0,
16820,湘南,3,1,2,
16820,仙台,1,0,1,
16820,鳥栖,,1,1,
16821,G大阪,1,0,0,
16821,甲府,3,1,1,
16821,FC東京,2,0,0,
16821,清水,1,0,0,
16821,名古屋,1,0,0,
16821,浦和,6,2,1,
16821,川崎F,4,0,2,
16821,広島,3,1,2,
16821,横浜FM,1,0,0,
16821,新潟,1,0,0,
16821,鹿島,0,0,1,
16821,松本,1,0,1,
16821,柏,4,0,1,
16821,神戸,1,0,2,
16821,山形,0,0,0,
16821,湘南,3,1,2,
16821,仙台,1,0,1,
16821,鳥栖,,1,1,
16822,G大阪,4,1,2,
16822,甲府,3,0,0,
16822,FC東京,2,0,0,
16822,清水,1,0,0,
16822,名古屋,1,0,0,
16822,浦和,6,2,1,
16822,川崎F,4,0,2,
16822,広島,3,1,2,
16822,横浜FM,1,0,0,
16822,新潟,1,0,0,
16822,鹿島,0,0,1,
16822,松本,1,0,1,
16822,柏,4,0,1,
16822,神戸,1,0,2,
16822,山形,0,0,0,
16822,湘南,3,1,2,
16822,仙台,1,0,1,
16822,鳥栖,,1,1,
16823,G大阪,4,1,2,
16823,甲府,3,0,0,
16823,FC東京,2,0,0,
16823,清水,1,0,0,
16823,名古屋,1,0,0,
16823,浦和,6,2,1,
16823,川崎F,4,0,2,
16823,広島,3,1,2,
16823,横浜FM,1,0,0,
16823,新潟,4,1,3,
16823,鹿島,0,0,1,
16823,松本,1,0,1,
16823,柏,4,0,2,
16823,神戸,1,0,2,
16823,山形,0,0,0,
16823,湘南,3,1,2,
16823,仙台,1,0,1,
16823,鳥栖,,1,1,
16824,G大阪,4,1,2,
16824,甲府,3,0,0,
16824,FC東京,2,0,0,
16824,清水,1,0,0,
16824,名古屋,1,0,0,
16824,浦和,6,2,1,
16824,川崎F,4,0,2,
16824,広島,3,1,2,
16824,横浜FM,1,0,0,
16824,新潟,4,1,3,
16824,鹿島,0,0,1,
16824,松本,4,1,1,
16824,柏,4,0,2,
16824,神戸,1,0,2,
16824,山形,0,0,0,
16824,湘南,3,1,2,
16824,仙台,1,0,1,
16824,鳥栖,,1,1,
16825,G大阪,4,1,2,
16825,甲府,3,0,0,
16825,FC東京,2,0,0,
16825,清水,1,0,0,
16825,名古屋,1,0,0,
16825,浦和,7,0,0,
16825,川崎F,4,0,2,
16825,広島,4,0,0,
16825,横浜FM,1,0,0,
16825,新潟,4,1,3,
16825,鹿島,0,0,1,
16825,松本,4,1,1,
16825,柏,4,0,2,
16825,神戸,1,0,2,
16825,山形,0,0,0,
16825,湘南,3,1,2,
16825,仙台,1,0,1,
16825,鳥栖,,1,1,
16826,G大阪,4,1,2,2.0
16826,甲府,3,0,0,9.0
16826,FC東京,2,0,0,11.0
16826,清水,1,0,0,12.0
16826,名古屋,1,0,0,12.0
16826,浦和,7,0,0,1.0
16826,川崎F,4,0,2,2.0
16826,広島,4,0,0,2.0
16826,横浜FM,4,1,1,2.0
16826,新潟,4,1,3,2.0
16826,鹿島,0,0,1,16.0
16826,松本,4,1,1,2.0
16826,柏,4,0,2,2.0
16826,神戸,1,0,2,12.0
16826,山形,0,0,0,16.0
16826,湘南,3,1,2,9.0
16826,仙台,1,0,1,12.0
16826,鳥栖,0,0,0,16.0
16827,G大阪,4,1,2,2.0
16827,甲府,3,0,0,10.0
16827,FC東京,2,0,0,11.0
16827,清水,1,0,0,13.0
16827,名古屋,1,0,0,13.0
16827,浦和,7,0,0,1.0
16827,川崎F,4,0,2,2.0
16827,広島,4,0,0,2.0
16827,横浜FM,4,1,1,2.0
16827,新潟,4,1,3,2.0
16827,鹿島,0,0,1,16.0
16827,松本,4,1,1,2.0
16827,柏,4,0,2,2.0
16827,神戸,1,0,2,13.0
16827,山形,0,0,0,16.0
16827,湘南,4,0,0,2.0
16827,仙台,2,0,0,11.0
16827,鳥栖,0,0,0,16.0
16828,G大阪,4,1,2,2.0
16828,甲府,3,0,0,10.0
16828,FC東京,2,0,0,11.0
16828,清水,1,0,0,14.0
16828,名古屋,2,0,1,11.0
16828,浦和,7,0,0,1.0
16828,川崎F,4,0,2,2.0
16828,広島,4,0,0,2.0
16828,横浜FM,4,1,1,2.0
16828,新潟,4,1,3,2.0
16828,鹿島,1,0,1,14.0
16828,松本,4,1,1,2.0
16828,柏,4,0,2,2.0
16828,神戸,1,0,2,14.0
16828,山形,0,0,0,17.0
16828,湘南,4,0,0,2.0
16828,仙台,2,0,0,11.0
16828,鳥栖,0,0,0,17.0
16829,G大阪,4,1,2,3.0
16829,甲府,3,0,0,11.0
16829,FC東京,5,1,2,2.0
16829,清水,1,0,0,14.0
16829,名古屋,2,0,1,12.0
16829,浦和,7,0,0,1.0
16829,川崎F,4,0,2,3.0
16829,広島,4,0,0,3.0
16829,横浜FM,4,1,1,3.0
16829,新潟,4,1,3,3.0
16829,鹿島,1,0,1,14.0
16829,松本,4,1,1,3.0
16829,柏,4,0,2,3.0
16829,神戸,1,0,0,14.0
16829,山形,0,0,0,17.0
16829,湘南,4,0,0,3.0
16829,仙台,2,0,0,12.0
16829,鳥栖,0,0,0,17.0
16830,G大阪,4,1,2,3.0
16830,甲府,3,0,0,11.0
16830,FC東京,5,1,2,2.0
16830,清水,1,0,0,15.0
16830,名古屋,2,0,1,13.0
16830,浦和,7,0,0,1.0
16830,川崎F,4,0,0,3.0
16830,広島,4,0,0,3.0
16830,横浜FM,4,1,1,3.0
16830,新潟,4,1,3,3.0
16830,鹿島,1,0,1,15.0
16830,松本,4,1,1,3.0
16830,柏,4,0,2,3.0
16830,神戸,1,0,0,15.0
16830,山形,3,1,1,11.0
16830,湘南,4,0,0,3.0
16830,仙台,2,0,0,13.0
16830,鳥栖,0,0,0,18.0
16831,G大阪,4,1,2,3.0
16831,甲府,3,0,0,12.0
16831,FC東京,5,1,2,2.0
16831,清水,1,0,0,16.0
16831,名古屋,2,0,1,14.0
16831,浦和,7,0,0,1.0
16831,川崎F,4,0,0,3.0
16831,広島,4,0,0,3.0
16831,横浜FM,4,1,1,3.0
16831,新潟,4,1,3,3.0
16831,鹿島,4,1,3,3.0
16831,松本,4,1,1,3.0
16831,柏,4,0,2,3.0
16831,神戸,1,0,0,16.0
16831,山形,3,1,1,12.0
16831,湘南,4,0,0,3.0
16831,仙台,2,0,0,14.0
16831,鳥栖,0,0,1,18.0
16832,G大阪,7,2,3,1.0
16832,甲府,3,0,0,12.0
16832,FC東京,5,1,2,3.0
16832,清水,1,0,0,16.0
16832,名古屋,2,0,1,14.0
16832,浦和,7,0,0,1.0
16832,川崎F,4,0,0,4.0
16832,広島,4,0,0,4.0
16832,横浜FM,4,1,1,4.0
16832,新潟,4,1,3,4.0
16832,鹿島,4,1,3,4.0
16832,松本,4,1,1,4.0
16832,柏,4,0,2,4.0
16832,神戸,1,0,0,16.0
16832,山形,3,1,1,12.0
16832,湘南,4,0,0,4.0
16832,仙台,2,0,0,14.0
16832,鳥栖,0,0,1,18.0
16833,G大阪,7,2,3,1.0
16833,甲府,3,0,0,13.0
16833,FC東京,5,1,2,3.0
16833,清水,1,0,1,16.0
16833,名古屋,2,0,1,15.0
16833,浦和,7,0,0,1.0
16833,川崎F,4,0,0,5.0
16833,広島,4,0,0,5.0
16833,横浜FM,4,1,1,5.0
16833,新潟,4,1,3,5.0
16833,鹿島,4,1,3,5.0
16833,松本,4,1,1,5.0
16833,柏,4,0,2,5.0
16833,神戸,1,0,0,16.0
16833,山形,3,1,1,13.0
16833,湘南,4,0,0,5.0
16833,仙台,5,1,2,3.0
16833,鳥栖,0,0,1,18.0
16834,G大阪,7,2,3,1.0
16834,甲府,3,0,0,13.0
16834,FC東京,5,1,2,4.0
16834,清水,1,0,1,16.0
16834,名古屋,2,0,1,15.0
16834,浦和,7,0,0,1.0
16834,川崎F,4,0,0,6.0
16834,広島,4,0,0,6.0
16834,横浜FM,4,1,1,6.0
16834,新潟,4,1,3,6.0
16834,鹿島,4,1,3,6.0
16834,松本,4,1,1,6.0
16834,柏,4,0,2,6.0
16834,神戸,1,0,0,16.0
16834,山形,3,0,1,13.0
16834,湘南,7,1,2,1.0
16834,仙台,5,1,2,4.0
16834,鳥栖,0,0,1,18.0
16835,G大阪,7,2,3,2.0
16835,甲府,3,0,0,13.0
16835,FC東京,5,1,2,4.0
16835,清水,1,0,1,16.0
16835,名古屋,2,0,1,15.0
16835,浦和,10,1,1,1.0
16835,川崎F,4,0,0,6.0
16835,広島,4,0,0,6.0
16835,横浜FM,4,1,1,6.0
16835,新潟,4,1,3,6.0
16835,鹿島,4,1,3,6.0
16835,松本,4,0,0,6.0
16835,柏,4,0,2,6.0
16835,神戸,1,0,0,16.0
16835,山形,3,0,1,13.0
16835,湘南,7,1,2,2.0
16835,仙台,5,1,2,4.0
16835,鳥栖,0,0,1,18.0
16836,G大阪,7,2,3,2.0
16836,甲府,3,0,0,13.0
16836,FC東京,5,1,2,5.0
16836,清水,1,0,1,16.0
16836,名古屋,2,0,1,15.0
16836,浦和,10,1,1,1.0
16836,川崎F,7,1,4,2.0
16836,広島,4,0,0,7.0
16836,横浜FM,4,1,1,7.0
16836,新潟,4,0,1,7.0
16836,鹿島,4,1,3,7.0
16836,松本,4,0,0,7.0
16836,柏,4,0,2,7.0
16836,神戸,1,0,0,16.0
16836,山形,3,0,1,13.0
16836,湘南,7,1,2,2.0
16836,仙台,5,1,2,5.0
16836,鳥栖,0,0,1,18.0
16837,G大阪,7,2,3,3.0
16837,甲府,3,0,0,13.0
16837,FC東京,8,2,1,2.0
16837,清水,1,0,1,16.0
16837,名古屋,2,0,1,15.0
16837,浦和,10,1,1,1.0
16837,川崎F,7,1,4,3.0
16837,広島,4,0,0,7.0
16837,横浜FM,4,1,1,7.0
16837,新潟,4,0,1,7.0
16837,鹿島,4,1,3,7.0
16837,松本,4,0,0,7.0
16837,柏,4,0,2,7.0
16837,神戸,1,0,0,16.0
16837,山形,3,0,1,13.0
16837,湘南,7,1,2,3.0
16837,仙台,5,1,2,6.0
16837,鳥栖,0,0,1,18.0
16838,G大阪,7,2,3,3.0
16838,甲府,3,0,0,14.0
16838,FC東京,8,2,1,2.0
16838,清水,1,0,1,17.0
16838,名古屋,2,0,1,16.0
16838,浦和,10,1,1,1.0
16838,川崎F,7,1,4,3.0
16838,広島,4,0,0,7.0
16838,横浜FM,4,1,1,7.0
16838,新潟,4,0,1,7.0
16838,鹿島,4,1,3,7.0
16838,松本,4,0,0,7.0
16838,柏,4,0,2,7.0
16838,神戸,4,1,1,7.0
16838,山形,3,0,1,14.0
16838,湘南,7,1,2,3.0
16838,仙台,5,1,2,6.0
16838,鳥栖,0,0,1,18.0
16839,G大阪,7,2,3,3.0
16839,甲府,3,0,0,14.0
16839,FC東京,8,2,1,2.0
16839,清水,1,0,1,17.0
16839,名古屋,2,0,1,16.0
16839,浦和,10,1,1,1.0
16839,川崎F,7,1,4,3.0
16839,広島,4,0,0,8.0
16839,横浜FM,7,2,2,3.0
16839,新潟,4,0,1,8.0
16839,鹿島,4,1,3,8.0
16839,松本,4,0,0,8.0
16839,柏,4,0,1,8.0
16839,神戸,4,1,1,8.0
16839,山形,3,0,1,14.0
16839,湘南,7,1,2,3.0
16839,仙台,5,1,2,7.0
16839,鳥栖,0,0,1,18.0
16840,G大阪,7,2,3,3.0
16840,甲府,3,0,0,14.0
16840,FC東京,8,2,1,2.0
16840,清水,1,0,1,17.0
16840,名古屋,2,0,1,16.0
16840,浦和,10,1,1,1.0
16840,川崎F,7,1,4,3.0
16840,広島,4,0,0,9.0
16840,横浜FM,7,2,2,3.0
16840,新潟,4,0,1,9.0
16840,鹿島,4,1,3,9.0
16840,松本,4,0,1,9.0
16840,柏,7,1,3,3.0
16840,神戸,4,1,1,9.0
16840,山形,3,0,1,14.0
16840,湘南,7,1,2,3.0
16840,仙台,5,1,2,8.0
16840,鳥栖,0,0,1,18.0
16841,G大阪,7,2,3,4.0
16841,甲府,3,0,0,14.0
16841,FC東京,8,2,1,2.0
16841,清水,1,0,1,17.0
16841,名古屋,2,0,1,16.0
16841,浦和,10,1,1,1.0
16841,川崎F,7,1,4,4.0
16841,広島,4,0,0,9.0
16841,横浜FM,8,0,1,2.0
16841,新潟,4,0,1,9.0
16841,鹿島,4,1,3,9.0
16841,松本,4,0,1,9.0
16841,柏,7,1,3,4.0
16841,神戸,4,1,1,9.0
16841,山形,3,0,1,14.0
16841,湘南,7,1,2,4.0
16841,仙台,6,0,1,8.0
16841,鳥栖,0,0,1,18.0
16842,G大阪,7,2,3,4.0
16842,甲府,3,0,0,15.0
16842,FC東京,8,2,1,2.0
16842,清水,1,0,1,17.0
16842,名古屋,5,1,2,9.0
16842,浦和,10,1,1,1.0
16842,川崎F,7,1,4,4.0
16842,広島,4,0,0,10.0
16842,横浜FM,8,0,1,2.0
16842,新潟,4,0,1,10.0
16842,鹿島,4,1,3,10.0
16842,松本,4,0,1,10.0
16842,柏,7,1,3,4.0
16842,神戸,4,1,1,10.0
16842,山形,3,0,1,15.0
16842,湘南,7,1,2,4.0
16842,仙台,6,0,1,8.0
16842,鳥栖,0,0,1,18.0
16843,G大阪,10,3,3,1.0
16843,甲府,3,0,0,15.0
16843,FC東京,8,2,1,3.0
16843,清水,1,0,2,17.0
16843,名古屋,5,1,2,9.0
16843,浦和,10,1,1,1.0
16843,川崎F,7,1,4,5.0
16843,広島,4,0,0,10.0
16843,横浜FM,8,0,1,3.0
16843,新潟,4,0,1,10.0
16843,鹿島,4,1,3,10.0
16843,松本,4,0,1,10.0
16843,柏,7,1,3,5.0
16843,神戸,4,1,1,10.0
16843,山形,3,0,1,15.0
16843,湘南,7,1,2,5.0
16843,仙台,6,0,1,8.0
16843,鳥栖,0,0,1,18.0
16844,G大阪,10,3,3,2.0
16844,甲府,3,0,0,15.0
16844,FC東京,11,3,1,1.0
16844,清水,1,0,2,17.0
16844,名古屋,5,1,2,9.0
16844,浦和,10,1,1,2.0
16844,川崎F,7,1,4,5.0
16844,広島,4,0,0,10.0
16844,横浜FM,8,0,1,4.0
16844,新潟,4,0,1,10.0
16844,鹿島,4,1,3,10.0
16844,松本,4,0,1,10.0
16844,柏,7,1,3,5.0
16844,神戸,4,1,1,10.0
16844,山形,3,0,1,15.0
16844,湘南,7,0,0,5.0
16844,仙台,6,0,1,8.0
16844,鳥栖,0,0,1,18.0
16845,G大阪,10,3,3,2.0
16845,甲府,3,0,1,15.0
16845,FC東京,11,3,1,1.0
16845,清水,1,0,2,17.0
16845,名古屋,5,1,2,10.0
16845,浦和,10,1,1,2.0
16845,川崎F,7,1,4,5.0
16845,広島,4,0,0,11.0
16845,横浜FM,8,0,1,4.0
16845,新潟,4,0,1,11.0
16845,鹿島,4,1,3,11.0
16845,松本,4,0,1,11.0
16845,柏,7,1,3,5.0
16845,神戸,7,2,4,5.0
16845,山形,3,0,1,15.0
16845,湘南,7,0,0,5.0
16845,仙台,6,0,1,9.0
16845,鳥栖,0,0,1,18.0
16846,G大阪,10,3,3,2.0
16846,甲府,3,0,1,15.0
16846,FC東京,11,3,1,1.0
16846,清水,1,0,2,18.0
16846,名古屋,5,1,2,10.0
16846,浦和,10,1,1,2.0
16846,川崎F,7,1,4,5.0
16846,広島,4,0,0,11.0
16846,横浜FM,8,0,1,4.0
16846,新潟,4,0,1,11.0
16846,鹿島,4,1,3,11.0
16846,松本,4,0,1,11.0
16846,柏,7,1,3,5.0
16846,神戸,7,2,4,5.0
16846,山形,3,0,0,15.0
16846,湘南,7,0,0,5.0
16846,仙台,6,0,1,9.0
16846,鳥栖,3,1,1,15.0
16847,G大阪,10,3,3,3.0
16847,甲府,3,0,1,15.0
16847,FC東京,11,3,1,1.0
16847,清水,1,0,2,18.0
16847,名古屋,5,1,2,10.0
16847,浦和,11,0,1,1.0
16847,川崎F,8,0,1,4.0
16847,広島,4,0,0,11.0
16847,横浜FM,8,0,1,4.0
16847,新潟,4,0,1,11.0
16847,鹿島,4,1,3,11.0
16847,松本,4,0,1,11.0
16847,柏,7,1,3,6.0
16847,神戸,7,2,4,6.0
16847,山形,3,0,0,15.0
16847,湘南,7,0,0,6.0
16847,仙台,6,0,1,9.0
16847,鳥栖,3,1,1,15.0
16848,G大阪,10,3,3,3.0
16848,甲府,3,0,1,15.0
16848,FC東京,11,3,1,1.0
16848,清水,1,0,2,18.0
16848,名古屋,5,1,2,10.0
16848,浦和,11,0,1,1.0
16848,川崎F,8,0,1,4.0
16848,広島,4,0,0,13.0
16848,横浜FM,8,0,1,4.0
16848,新潟,5,0,1,10.0
16848,鹿島,5,0,1,10.0
16848,松本,4,0,1,13.0
16848,柏,7,1,3,6.0
16848,神戸,7,2,4,6.0
16848,山形,3,0,0,15.0
16848,湘南,7,0,0,6.0
16848,仙台,6,0,1,9.0
16848,鳥栖,3,1,1,15.0
16849,G大阪,10,3,3,3.0
16849,甲府,3,0,1,15.0
16849,FC東京,11,3,1,1.0
16849,清水,1,0,2,18.0
16849,名古屋,5,1,2,11.0
16849,浦和,11,0,1,1.0
16849,川崎F,8,0,1,4.0
16849,広島,4,0,0,13.0
16849,横浜FM,8,0,1,4.0
16849,新潟,5,0,1,11.0
16849,鹿島,8,1,3,4.0
16849,松本,4,0,1,13.0
16849,柏,7,0,1,7.0
16849,神戸,7,2,4,7.0
16849,山形,3,0,0,15.0
16849,湘南,7,0,0,7.0
16849,仙台,6,0,1,10.0
16849,鳥栖,3,1,1,15.0
16850,G大阪,10,3,3,4.0
16850,甲府,3,0,1,15.0
16850,FC東京,11,3,1,1.0
16850,清水,1,0,2,18.0
16850,名古屋,5,1,2,11.0
16850,浦和,11,0,1,1.0
16850,川崎F,11,1,3,1.0
16850,広島,4,0,0,13.0
16850,横浜FM,8,0,1,5.0
16850,新潟,5,0,1,11.0
16850,鹿島,8,1,3,5.0
16850,松本,4,0,1,13.0
16850,柏,7,0,1,7.0
16850,神戸,7,2,4,7.0
16850,山形,3,0,0,15.0
16850,湘南,7,0,0,7.0
16850,仙台,6,0,2,10.0
16850,鳥栖,3,1,1,15.0
16851,G大阪,10,3,3,4.0
16851,甲府,3,0,1,16.0
16851,FC東京,11,3,1,1.0
16851,清水,1,0,2,18.0
16851,名古屋,5,1,2,11.0
16851,浦和,11,0,1,1.0
16851,川崎F,11,1,3,1.0
16851,広島,4,0,0,14.0
16851,横浜FM,8,0,1,5.0
16851,新潟,5,0,1,11.0
16851,鹿島,8,1,3,5.0
16851,松本,5,0,0,11.0
16851,柏,7,0,1,7.0
16851,神戸,7,2,4,7.0
16851,山形,4,0,0,14.0
16851,湘南,7,0,0,7.0
16851,仙台,6,0,2,10.0
16851,鳥栖,3,1,1,16.0
16852,G大阪,10,3,3,4.0
16852,甲府,3,0,0,17.0
16852,FC東京,11,3,1,1.0
16852,清水,1,0,2,18.0
16852,名古屋,5,1,2,12.0
16852,浦和,11,0,1,1.0
16852,川崎F,11,1,3,1.0
16852,広島,4,0,0,15.0
16852,横浜FM,8,0,1,5.0
16852,新潟,5,0,1,12.0
16852,鹿島,8,1,3,5.0
16852,松本,5,0,0,12.0
16852,柏,7,0,1,7.0
16852,神戸,7,2,4,7.0
16852,山形,4,0,0,15.0
16852,湘南,7,0,0,7.0
16852,仙台,6,0,2,10.0
16852,鳥栖,6,2,3,10.0
16853,G大阪,10,3,3,4.0
16853,甲府,3,0,0,17.0
16853,FC東京,11,3,1,1.0
16853,清水,1,0,2,18.0
16853,名古屋,5,1,2,13.0
16853,浦和,11,0,1,1.0
16853,川崎F,11,1,3,1.0
16853,広島,4,0,0,15.0
16853,横浜FM,8,0,1,5.0
16853,新潟,6,0,2,10.0
16853,鹿島,8,1,3,5.0
16853,松本,5,0,0,13.0
16853,柏,7,0,1,8.0
16853,神戸,8,0,2,5.0
16853,山形,4,0,0,15.0
16853,湘南,7,0,0,8.0
16853,仙台,6,0,2,10.0
16853,鳥栖,6,2,3,10.0
16854,G大阪,10,3,3,4.0
16854,甲府,3,0,0,17.0
16854,FC東京,11,0,1,1.0
16854,清水,1,0,2,18.0
16854,名古屋,5,1,2,14.0
16854,浦和,11,0,1,1.0
16854,川崎F,11,1,3,1.0
16854,広島,7,1,2,8.0
16854,横浜FM,8,0,1,5.0
16854,新潟,6,0,2,11.0
16854,鹿島,8,1,3,5.0
16854,松本,5,0,0,14.0
16854,柏,7,0,1,8.0
16854,神戸,8,0,2,5.0
16854,山形,4,0,0,16.0
16854,湘南,7,0,0,8.0
16854,仙台,6,0,2,11.0
16854,鳥栖,6,2,3,11.0
16855,G大阪,10,3,3,4.0
16855,甲府,3,0,0,17.0
16855,FC東京,11,0,1,2.0
16855,清水,1,0,2,18.0
16855,名古屋,5,1,2,14.0
16855,浦和,14,1,2,1.0
16855,川崎F,11,1,3,2.0
16855,広島,7,1,2,8.0
16855,横浜FM,8,0,1,5.0
16855,新潟,6,0,2,11.0
16855,鹿島,8,1,3,5.0
16855,松本,5,0,0,14.0
16855,柏,7,0,1,8.0
16855,神戸,8,0,2,5.0
16855,山形,4,0,0,16.0
16855,湘南,7,0,0,8.0
16855,仙台,6,0,2,11.0
16855,鳥栖,6,2,3,11.0
16856,G大阪,13,4,2,2.0
16856,甲府,3,0,0,17.0
16856,FC東京,11,0,1,3.0
16856,清水,1,0,2,18.0
16856,名古屋,5,1,2,14.0
16856,浦和,14,1,2,1.0
16856,川崎F,11,1,3,3.0
16856,広島,7,1,2,8.0
16856,横浜FM,8,0,1,5.0
16856,新潟,6,0,2,11.0
16856,鹿島,8,1,3,5.0
16856,松本,5,0,0,14.0
16856,柏,7,0,1,8.0
16856,神戸,8,0,2,5.0
16856,山形,4,0,0,16.0
16856,湘南,7,0,0,8.0
16856,仙台,6,0,2,11.0
16856,鳥栖,6,2,3,11.0
16857,G大阪,13,4,2,2.0
16857,甲府,3,0,0,17.0
16857,FC東京,11,0,1,3.0
16857,清水,1,0,1,18.0
16857,名古屋,8,2,3,5.0
16857,浦和,14,1,2,1.0
16857,川崎F,11,1,3,3.0
16857,広島,7,1,2,9.0
16857,横浜FM,8,0,1,5.0
16857,新潟,6,0,2,12.0
16857,鹿島,8,1,3,5.0
16857,松本,5,0,0,15.0
16857,柏,7,0,1,9.0
16857,神戸,8,0,2,5.0
16857,山形,4,0,0,16.0
16857,湘南,7,0,0,9.0
16857,仙台,6,0,2,12.0
16857,鳥栖,6,2,3,12.0
16858,G大阪,13,4,2,2.0
16858,甲府,3,0,0,17.0
16858,FC東京,11,0,1,3.0
16858,清水,1,0,1,18.0
16858,名古屋,8,2,3,6.0
16858,浦和,14,1,2,1.0
16858,川崎F,11,1,3,3.0
16858,広島,7,1,2,9.0
16858,横浜FM,8,0,1,6.0
16858,新潟,6,0,2,12.0
16858,鹿島,8,0,1,6.0
16858,松本,5,0,0,15.0
16858,柏,7,0,1,9.0
16858,神戸,11,1,2,3.0
16858,山形,4,0,0,16.0
16858,湘南,7,0,0,9.0
16858,仙台,6,0,2,12.0
16858,鳥栖,6,2,3,12.0
16859,G大阪,13,4,2,2.0
16859,甲府,3,0,0,17.0
16859,FC東京,11,0,1,3.0
16859,清水,1,0,1,18.0
16859,名古屋,8,2,3,6.0
16859,浦和,14,1,2,1.0
16859,川崎F,11,1,3,3.0
16859,広島,7,1,2,10.0
16859,横浜FM,8,0,1,6.0
16859,新潟,6,0,2,13.0
16859,鹿島,8,0,1,6.0
16859,松本,8,1,1,6.0
16859,柏,7,0,1,10.0
16859,神戸,11,1,2,3.0
16859,山形,4,0,0,16.0
16859,湘南,7,0,0,10.0
16859,仙台,6,0,0,13.0
16859,鳥栖,6,2,3,13.0
16860,G大阪,13,4,2,2.0
16860,甲府,3,0,0,17.0
16860,FC東京,11,0,1,3.0
16860,清水,1,0,0,18.0
16860,名古屋,8,2,3,7.0
16860,浦和,14,1,2,1.0
16860,川崎F,11,1,3,3.0
16860,広島,10,2,2,6.0
16860,横浜FM,8,0,1,7.0
16860,新潟,6,0,2,13.0
16860,鹿島,8,0,1,7.0
16860,松本,8,1,1,7.0
16860,柏,7,0,1,11.0
16860,神戸,11,1,2,3.0
16860,山形,4,0,0,16.0
16860,湘南,7,0,0,11.0
16860,仙台,6,0,0,13.0
16860,鳥栖,6,2,3,13.0
16861,G大阪,13,4,2,2.0
16861,甲府,3,0,0,17.0
16861,FC東京,11,0,1,3.0
16861,清水,1,0,0,18.0
16861,名古屋,8,2,3,8.0
16861,浦和,14,1,2,1.0
16861,川崎F,11,1,3,3.0
16861,広島,10,2,2,7.0
16861,横浜FM,11,1,3,3.0
16861,新潟,6,0,2,13.0
16861,鹿島,8,0,1,8.0
16861,松本,8,1,1,8.0
16861,柏,7,0,1,11.0
16861,神戸,11,1,2,3.0
16861,山形,4,0,0,16.0
16861,湘南,7,0,0,11.0
16861,仙台,6,0,0,13.0
16861,鳥栖,6,2,3,13.0
16862,G大阪,13,4,2,2.0
16862,甲府,3,0,0,17.0
16862,FC東京,11,0,1,3.0
16862,清水,1,0,0,18.0
16862,名古屋,8,2,3,8.0
16862,浦和,14,1,2,1.0
16862,川崎F,11,1,3,3.0
16862,広島,10,2,2,7.0
16862,横浜FM,11,1,3,3.0
16862,新潟,6,0,2,14.0
16862,鹿島,8,0,1,8.0
16862,松本,8,1,1,8.0
16862,柏,8,0,1,8.0
16862,神戸,11,1,2,3.0
16862,山形,4,0,0,16.0
16862,湘南,7,0,0,12.0
16862,仙台,6,0,0,14.0
16862,鳥栖,7,0,1,12.0
16863,G大阪,13,4,2,2.0
16863,甲府,3,0,0,17.0
16863,FC東京,11,0,1,3.0
16863,清水,1,0,0,18.0
16863,名古屋,8,0,1,8.0
16863,浦和,17,2,2,1.0
16863,川崎F,11,1,3,3.0
16863,広島,10,2,2,7.0
16863,横浜FM,11,1,3,3.0
16863,新潟,6,0,2,14.0
16863,鹿島,8,0,1,8.0
16863,松本,8,1,1,8.0
16863,柏,8,0,1,8.0
16863,神戸,11,1,2,3.0
16863,山形,4,0,0,16.0
16863,湘南,7,0,0,12.0
16863,仙台,6,0,0,14.0
16863,鳥栖,7,0,1,12.0
16864,G大阪,13,4,2,3.0
16864,甲府,3,0,0,17.0
16864,FC東京,14,1,1,2.0
