id,kick_off_time,humidity,broadcasters,attendance,capacity,lat,lon,holiday,weather_encoded,match_year,match_month,match_day,address_encoded,group_encoded,section_encoded,home_team_encoded,away_team_encoded,away_distance
13419,1904,82,5,19224.0,19526,38.319142150000005,140.8818652981643,1,2,2011,8,13,8,5,21,27,16,222811.90468523154
13420,1904,79,3,7940.0,20638,38.33557565,140.37744284078218,1,2,2011,8,13,9,5,21,25,2,337238.6786096348
13421,1904,65,4,37172.0,47853,34.614434,135.515477,1,2,2011,8,13,7,6,21,20,1,8000.188030108939
13422,1904,79,4,13930.0,28425,34.656726,135.168171,1,2,2011,8,13,2,6,21,23,12,417460.3956896128
13423,1903,73,3,7099.0,13800,34.378236,132.422976,1,2,2011,8,13,11,0,21,11,7,419899.14030073816
13424,1803,69,3,37375.0,41684,37.882408,139.059359,2,2,2011,8,14,14,1,21,15,9,230727.57773160777
13425,1903,84,4,12472.0,15165,34.7251498,137.8751465,2,2,2011,8,14,23,1,21,5,22,226849.6811396057
13426,1903,79,3,9581.0,21562,33.586099,130.460067,2,1,2011,8,14,19,2,21,18,10,867679.2677604223
13427,1804,64,3,21589.0,54224,35.67785955,139.71351420013758,1,1,2011,8,20,15,7,22,2,9,20827.613771496664
13428,1803,93,3,12119.0,21000,34.810305,135.5426977881143,1,0,2011,8,20,7,6,22,1,10,380259.3415245128
13429,1833,83,3,16237.0,38620,35.9920049,140.64036786659403,1,1,2011,8,20,20,7,22,16,11,765528.6331000676
13430,1834,70,3,12823.0,20248,34.985168,138.481305,1,1,2011,8,20,23,1,22,6,20,272970.98792230646
13431,1900,81,3,7730.0,15491,35.91625305,139.6334514171515,1,0,2011,8,20,5,7,22,8,25,265922.15130808146
13432,1900,85,3,8470.0,15349,35.848468350000005,139.97511131070166,1,1,2011,8,20,4,7,22,22,18,909504.2720337403
13433,1904,82,4,24518.0,71624,35.5099882,139.60638254387774,1,1,2011,8,20,18,7,22,12,5,126070.48866588014
13434,1904,92,5,13365.0,20223,35.131623,136.933489,1,0,2011,8,20,13,1,22,7,27,494947.28363484185
13435,1904,64,3,11340.0,28425,34.656726,135.168171,1,3,2011,8,20,2,6,22,23,15,499486.6020815535
13436,1904,80,3,6942.0,20638,38.33557565,140.37744284078218,0,1,2011,8,24,9,5,23,25,6,413137.8899474235
13437,1904,75,6,27947.0,62010,35.903486900000004,139.71744524095004,0,1,2011,8,24,5,7,23,9,11,681976.6491914123
13438,1903,82,3,19754.0,26232,35.5858,139.6527088,0,1,2011,8,24,18,7,23,10,7,253520.11062408853
13439,1904,70,3,11959.0,17000,35.624201,138.584328,0,1,2011,8,24,10,1,23,2,16,185876.34364740353
13440,1903,68,4,18175.0,41684,37.882408,139.059359,0,1,2011,8,24,14,1,23,15,8,230727.57773160777
13441,1903,89,3,8693.0,15165,34.7251498,137.8751465,0,1,2011,8,24,23,1,23,5,27,476090.51490312396
13442,1904,71,4,12635.0,21000,34.810305,135.5426977881143,0,1,2011,8,24,7,6,23,1,22,426248.32898453536
13443,1903,91,3,6119.0,21562,33.586099,130.460067,0,1,2011,8,24,19,2,23,18,23,452492.9981163029
13444,1933,88,3,10480.0,15442,35.4690346,139.60369908044174,0,1,2011,8,24,18,7,23,12,20,382482.31244847947
13445,1903,77,3,19087.0,19526,38.319142150000005,140.8818652981643,1,2,2011,8,27,8,5,24,27,25,46279.13586324222
13446,1903,75,4,10013.0,15491,35.91625305,139.6334514171515,1,1,2011,8,27,5,7,24,8,5,154098.27336016778
13447,1904,76,5,17162.0,20248,34.985168,138.481305,1,2,2011,8,27,23,1,24,6,12,117495.9986875949
13448,1904,86,3,14852.0,36894,34.444006,132.394111,1,1,2011,8,27,11,0,24,11,15,708818.2824939098
13449,1803,82,4,10703.0,15349,35.848468350000005,139.97511131070166,2,2,2011,8,28,4,7,24,22,10,53733.988180980465
13450,1804,62,3,26248.0,47853,34.614434,135.515477,2,2,2011,8,28,7,6,24,20,9,400598.72526778077
13451,1804,72,5,17177.0,28425,34.656726,135.168171,2,2,2011,8,28,2,6,24,23,1,32322.32484373535
13452,1834,88,3,13434.0,38620,35.9920049,140.64036786659403,2,2,2011,8,28,20,7,24,16,18,971589.0177348794
13453,1903,72,3,19061.0,43739,35.0845879,137.17087353460715,2,1,2011,8,28,13,1,24,7,2,142437.15455243943
13454,1904,83,3,10914.0,15349,35.848468350000005,139.97511131070166,1,2,2011,9,10,4,7,25,22,7,288035.56682588183
13455,1903,73,4,25819.0,41684,37.882408,139.059359,1,1,2011,9,10,14,1,25,15,16,210799.56725501304
13456,1903,87,3,30516.0,50889,34.74343045,137.97072889535485,1,2,2011,9,10,23,1,25,5,6,45749.013575901256
13457,1904,76,4,15106.0,21000,34.810305,135.5426977881143,1,2,2011,9,10,7,6,25,1,8,390855.0738553323
13458,1804,81,4,20160.0,47853,34.614434,135.515477,1,2,2011,9,10,7,6,25,20,11,281667.41794466553
13459,1803,81,3,15818.0,21562,33.586099,130.460067,1,1,2011,9,10,19,2,25,18,12,867679.2677604223
13460,1803,71,4,27709.0,62010,35.903486900000004,139.71744524095004,2,2,2011,9,11,5,7,25,9,25,265585.19415050035
13461,1904,61,3,14918.0,26232,35.5858,139.6527088,2,1,2011,9,11,18,7,25,10,23,419206.4216104913
13462,1804,65,4,11176.0,17000,35.624201,138.584328,2,2,2011,9,11,10,1,25,2,27,357266.63020619756
13463,1904,82,4,16046.0,19526,38.319142150000005,140.8818652981643,1,1,2011,9,17,8,5,26,27,15,169499.95975712163
13464,1904,87,4,10333.0,20638,38.33557565,140.37744284078218,1,1,2011,9,17,9,5,26,25,10,327131.2980225068
13465,1833,85,3,9100.0,17000,35.624201,138.584328,1,1,2011,9,17,10,1,26,2,18,781376.0664212196
13466,1404,79,4,21524.0,50889,34.74343045,137.97072889535485,1,1,2011,9,17,23,1,26,6,9,196339.9519222752
13467,1904,81,4,14253.0,35910,34.679991,135.07706,1,1,2011,9,17,2,6,26,23,22,471093.33819562534
13468,1904,93,4,11894.0,36894,34.444006,132.394111,1,0,2011,9,17,11,0,26,11,5,551729.9340073264
13469,1834,81,3,22258.0,38620,35.9920049,140.64036786659403,2,2,2011,9,18,20,7,26,16,7,350145.84725605574
13470,1903,73,3,9781.0,15392,36.163875450000006,139.4109264736834,2,2,2011,9,18,5,7,26,8,20,389555.9136397975
13471,1803,67,3,37725.0,71624,35.5099882,139.60638254387774,2,2,2011,9,18,18,7,26,12,1,383685.58862315014
13472,1403,26,4,15987.0,20223,35.131623,136.933489,3,2,2011,9,23,13,1,27,7,23,167253.16048722484
13473,1804,42,4,10609.0,24481,34.614434,135.515477,3,2,2011,9,23,7,6,27,20,25,592109.5024511986
13474,1604,54,3,25061.0,38620,35.9920049,140.64036786659403,1,2,2011,9,24,20,7,27,16,9,90807.37851436491
13475,1903,53,3,20973.0,26232,35.5858,139.6527088,1,1,2011,9,24,18,7,27,10,6,133803.94366959628
13476,1504,31,4,23204.0,71624,35.5099882,139.60638254387774,1,2,2011,9,24,18,7,27,12,27,326274.29719430744
13477,1903,70,4,9251.0,15165,34.7251498,137.8751465,1,2,2011,9,24,23,1,27,5,15,367232.8418619909
13478,1803,53,3,19882.0,21000,34.810305,135.5426977881143,1,2,2011,9,24,7,6,27,1,2,291314.5746168593
13479,1504,46,4,10875.0,15349,35.848468350000005,139.97511131070166,2,2,2011,9,25,4,7,27,22,8,29583.85915407332
13480,1603,52,3,12540.0,21562,33.586099,130.460067,2,2,2011,9,25,19,2,27,18,11,205425.33709312452
13481,1304,51,3,7475.0,20638,38.33557565,140.37744284078218,1,1,2011,10,1,9,5,28,25,5,413137.8899474235
13482,1603,53,3,7214.0,15491,35.91625305,139.6334514171515,1,1,2011,10,1,5,7,28,8,18,881301.5449053664
13483,1304,38,4,11377.0,17000,35.624201,138.584328,1,2,2011,10,1,10,1,28,2,10,97932.50197507988
13484,1503,43,3,24439.0,41684,37.882408,139.059359,1,1,2011,10,1,14,1,28,15,12,275183.39573588513
13485,1333,48,4,12706.0,36894,34.444006,132.394111,1,2,2011,10,1,11,0,28,11,23,257389.68612761932
13486,1504,54,4,16407.0,19526,38.319142150000005,140.8818652981643,2,1,2011,10,2,8,5,28,27,20,626947.8689836717
13487,1404,50,3,21466.0,38620,35.9920049,140.64036786659403,2,1,2011,10,2,20,7,28,16,22,63510.45002327489
13488,1504,41,5,20181.0,20248,34.985168,138.481305,2,1,2011,10,2,23,1,28,6,7,145218.32832004485
13489,1704,53,3,20053.0,21000,34.810305,135.5426977881143,2,1,2011,10,2,7,6,28,1,9,390855.0738553323
13490,1603,84,3,34654.0,62010,35.903486900000004,139.71744524095004,1,1,2011,10,15,5,7,29,9,8,8079.364680512416
13491,1504,77,5,20174.0,71624,35.5099882,139.60638254387774,1,1,2011,10,15,18,7,29,12,11,664223.2303223981
13492,1403,92,4,8313.0,15165,34.7251498,137.8751465,1,0,2011,10,15,23,1,29,5,16,294204.54269757203
13493,1604,90,3,17481.0,20223,35.131623,136.933489,1,0,2011,10,15,13,1,29,7,1,138378.9962423149
13494,1304,76,4,7501.0,24481,34.614434,135.515477,1,0,2011,10,15,7,6,29,20,2,301682.61126558646
13495,1604,76,3,12706.0,28425,34.656726,135.168171,1,3,2011,10,15,2,6,29,23,6,296258.06444926164
13496,1603,65,6,7191.0,21562,33.586099,130.460067,1,1,2011,10,15,19,2,29,18,27,1072754.888873924
13497,1404,47,3,10361.0,15349,35.848468350000005,139.97511131070166,2,2,2011,10,16,4,7,29,22,25,267650.13865894335
13498,1504,29,4,16903.0,26232,35.5858,139.6527088,2,2,2011,10,16,18,7,29,10,15,263086.33751001593
13499,1403,87,4,15224.0,19526,38.319142150000005,140.8818652981643,1,0,2011,10,22,8,5,30,27,10,337284.8111451656
13500,1404,76,4,27527.0,71624,35.5099882,139.60638254387774,1,1,2011,10,22,18,7,30,12,9,38769.34110276329
13501,1404,67,6,14450.0,36894,34.444006,132.394111,1,1,2011,10,22,11,0,30,11,22,716815.7654171771
13502,1404,83,4,13573.0,20638,38.33557565,140.37744284078218,1,1,2011,10,22,9,5,30,25,1,594282.1784813177
13503,1704,86,3,13248.0,38620,35.9920049,140.64036786659403,1,2,2011,10,22,20,7,30,16,23,516582.7727166387
13504,1403,84,4,9200.0,15491,35.91625305,139.6334514171515,1,1,2011,10,22,5,7,30,8,7,260373.3372114944
13505,1403,72,4,27107.0,41684,37.882408,139.059359,2,0,2011,10,23,14,1,30,15,18,913710.4690924783
13506,1305,82,5,19832.0,20248,34.985168,138.481305,2,1,2011,10,23,23,1,30,6,2,75856.41827043793
13507,1403,77,4,9513.0,15165,34.7251498,137.8751465,2,2,2011,10,23,23,1,30,5,20,215893.6383061689
13508,1703,66,3,17215.0,19526,38.319142150000005,140.8818652981643,3,2,2011,11,3,8,5,31,27,11,871784.9546346762
13509,1703,63,4,34263.0,62010,35.903486900000004,139.71744524095004,3,1,2011,11,3,5,7,31,9,5,158886.07457911022
13510,1403,56,3,10623.0,15349,35.848468350000005,139.97511131070166,3,1,2011,11,3,4,7,31,22,15,243160.67315716652
13511,1404,57,5,15315.0,17000,35.624201,138.584328,3,1,2011,11,3,10,1,31,2,12,97932.50197507988
13512,1403,61,3,23677.0,43739,35.0845879,137.17087353460715,3,1,2011,11,3,13,1,31,7,20,157330.2962028346
13513,1404,51,5,20991.0,21000,34.810305,135.5426977881143,3,1,2011,11,3,7,6,31,1,16,475821.9345462037
13514,1703,75,3,12632.0,21562,33.586099,130.460067,3,2,2011,11,3,19,2,31,18,6,745453.794128943
13515,1404,53,4,17556.0,26232,35.5858,139.6527088,3,1,2011,11,3,18,7,31,10,8,30179.493203425165
13516,1704,61,4,11420.0,28425,34.656726,135.168171,3,1,2011,11,3,2,6,31,23,25,612155.4525559354
13517,1704,87,3,5053.0,20638,38.33557565,140.37744284078218,1,1,2011,11,19,9,5,32,25,18,1039396.3612994049
13518,1403,92,4,30891.0,62010,35.903486900000004,139.71744524095004,1,0,2011,11,19,5,7,32,9,27,281850.5733389653
13519,1703,84,3,9537.0,15491,35.91625305,139.6334514171515,1,0,2011,11,19,5,7,32,8,16,87121.21372255881
13520,1404,94,5,23023.0,71624,35.5099882,139.60638254387774,1,0,2011,11,19,18,7,32,12,7,248113.49566289634
13521,1404,73,4,22990.0,41684,37.882408,139.059359,1,0,2011,11,19,14,1,32,15,1,476285.66607178916
13522,1404,93,3,7244.0,15165,34.7251498,137.8751465,1,0,2011,11,19,23,1,32,5,2,121931.65375695453
13523,1404,88,5,12041.0,36894,34.444006,132.394111,1,1,2011,11,19,11,0,32,11,10,671245.0483879595
13524,1305,25,6,19584.0,20248,34.985168,138.481305,2,2,2011,11,20,23,1,32,6,22,164392.61889793316
13525,1604,32,3,16030.0,24481,34.614434,135.515477,2,2,2011,11,20,7,6,32,20,23,31640.8838411007
13526,1404,48,5,21542.0,38620,35.9920049,140.64036786659403,1,2,2011,11,26,20,7,33,16,6,233749.1687841727
13527,1404,35,4,11107.0,15349,35.848468350000005,139.97511131070166,1,2,2011,11,26,4,7,33,22,20,425414.71027976763
13528,1403,30,3,19972.0,26232,35.5858,139.6527088,1,1,2011,11,26,18,7,33,10,12,15372.601197457492
13529,1402,35,5,26481.0,43739,35.0845879,137.17087353460715,1,2,2011,11,26,13,1,33,7,25,451644.02979982016
13530,1404,41,5,18001.0,21000,34.810305,135.5426977881143,1,2,2011,11,26,7,6,33,1,27,612205.0439195223
13531,1734,68,3,16779.0,36894,34.444006,132.394111,1,2,2011,11,26,11,0,33,11,8,679130.7748856196
13532,1733,65,3,17177.0,21562,33.586099,130.460067,1,2,2011,11,26,19,2,33,18,9,878072.1006698807
13533,1303,36,5,13361.0,17000,35.624201,138.584328,2,2,2011,11,27,10,1,33,2,15,255753.51876911568
13534,1304,54,4,17187.0,28425,34.656726,135.168171,2,2,2011,11,27,2,6,33,23,5,296258.06444926164
13535,1536,78,6,18575.0,19526,38.319142150000005,140.8818652981643,1,0,2011,12,3,8,5,34,27,23,649922.4814878902
13536,1534,87,5,7016.0,20638,38.33557565,140.37744284078218,1,1,2011,12,3,9,5,34,25,11,833809.1835617755
13537,1535,86,5,54441.0,62010,35.903486900000004,139.71744524095004,1,2,2011,12,3,5,7,34,9,22,49463.23462024799
13538,1533,82,4,10628.0,15491,35.91625305,139.6334514171515,1,1,2011,12,3,5,7,34,8,2,100182.19947617885
13539,1533,76,4,26973.0,71624,35.5099882,139.60638254387774,1,1,2011,12,3,18,7,34,12,16,119461.85357376825
13540,1531,60,5,26300.0,41684,37.882408,139.059359,1,1,2011,12,3,14,1,34,15,7,356452.68180985097
13541,1533,91,5,18670.0,20248,34.985168,138.481305,1,1,2011,12,3,23,1,34,6,1,272970.98792230646
13542,1534,83,3,12349.0,15165,34.7251498,137.8751465,1,1,2011,12,3,23,1,34,5,10,179977.01380053852
13543,1534,74,3,11009.0,24481,34.614434,135.515477,1,1,2011,12,3,7,6,34,20,18,483335.7992280447
13994,1404,66,4,18250.0,19526,38.319142150000005,140.8818652981643,1,0,2012,3,10,8,5,1,27,16,222811.90468523154
13995,1404,43,4,24316.0,43739,35.0845879,137.17087353460715,1,3,2012,3,10,13,1,1,7,6,111258.08592739438
13996,1404,41,4,17066.0,21000,34.810305,135.5426977881143,1,2,2012,3,10,7,6,1,1,23,35476.23565179861
13997,1406,52,4,29603.0,36894,34.444006,132.394111,1,1,2012,3,10,11,0,1,11,9,679130.7748856196
13998,1404,32,4,25353.0,38794,43.0147798,141.40974344269986,1,3,2012,3,10,3,3,1,24,5,929864.998054922
13999,1405,33,4,11283.0,24130,33.3716798,130.5202079,1,2,2012,3,10,1,2,1,28,20,484076.6000903091
14000,1705,65,3,18920.0,26232,35.5858,139.6527088,1,1,2012,3,10,18,7,1,10,15,263086.33751001593
14001,1904,57,4,11437.0,15491,35.91625305,139.6334514171515,1,1,2012,3,10,5,7,1,8,3,25737.690802070043
14002,1404,46,3,13082.0,15349,35.848468350000005,139.97511131070166,2,2,2012,3,11,4,7,1,22,12,53733.988180980465
14003,1404,86,4,19010.0,38620,35.9920049,140.64036786659403,1,0,2012,3,17,20,7,2,16,10,108647.19724787172
14004,1404,79,4,41069.0,62010,35.903486900000004,139.71744524095004,1,0,2012,3,17,5,7,2,9,22,49463.23462024799
14005,1403,80,3,19488.0,71624,35.5099882,139.60638254387774,1,0,2012,3,17,18,7,2,12,27,326274.29719430744
14006,1403,68,4,26294.0,41684,37.882408,139.059359,1,0,2012,3,17,14,1,2,15,8,230727.57773160777
14007,1404,70,4,30764.0,47853,34.614434,135.515477,1,1,2012,3,17,7,6,2,20,1,8000.188030108939
14008,1504,95,4,13231.0,20248,34.985168,138.481305,1,0,2012,3,17,23,1,2,6,11,555541.4909353498
14009,1704,95,3,10653.0,15165,34.7251498,137.8751465,1,0,2012,3,17,23,1,2,5,28,718726.3099742898
14010,1706,70,3,14036.0,28425,34.656726,135.168171,1,3,2012,3,17,2,6,2,23,24,1075723.693474217
14011,1904,83,5,21757.0,47851,35.66418645,139.52707517816015,1,0,2012,3,17,15,7,2,3,7,243947.56999590385
14012,1303,57,3,11831.0,19526,38.319142150000005,140.8818652981643,1,1,2012,3,24,8,5,3,27,8,294363.8521021958
14013,1304,60,3,14349.0,36894,34.444006,132.394111,1,1,2012,3,24,11,0,3,11,16,761006.0792198044
14014,1404,77,4,14777.0,26232,35.5858,139.6527088,1,0,2012,3,24,18,7,3,10,20,389685.52999017376
14015,1404,51,3,11839.0,28425,34.656726,135.168171,1,2,2012,3,24,2,6,3,23,3,427645.6402358664
14016,1504,30,3,10611.0,24130,33.3716798,130.5202079,1,2,2012,3,24,1,2,3,28,12,869338.2512385856
14017,1603,35,3,20192.0,38794,43.0147798,141.40974344269986,1,3,2012,3,24,3,3,3,24,9,808893.0225416155
14018,1904,52,4,12209.0,15349,35.848468350000005,139.97511131070166,1,2,2012,3,24,4,7,3,22,6,173945.78967665776
14019,1603,58,3,10603.0,20223,35.131623,136.933489,2,2,2012,3,25,13,1,3,7,15,359847.87402447115
14020,1903,56,3,15072.0,21000,34.810305,135.5426977881143,2,1,2012,3,25,7,6,3,1,5,260275.01689058606
14021,1303,73,3,7936.0,15491,35.91625305,139.6334514171515,1,1,2012,3,31,5,7,4,8,7,260373.3372114944
14022,1404,82,4,16229.0,47851,35.66418645,139.52707517816015,1,0,2012,3,31,15,7,4,3,11,659944.3762228148
14023,1503,65,4,25743.0,62010,35.903486900000004,139.71744524095004,1,0,2012,3,31,5,7,4,9,10,51047.327284763094
14024,1504,62,4,9042.0,15165,34.7251498,137.8751465,1,2,2012,3,31,23,1,4,5,22,226849.6811396057
14025,1504,49,3,9598.0,24481,34.614434,135.515477,1,0,2012,3,31,7,6,4,20,27,628358.0186101906
14026,1603,64,3,16836.0,41684,37.882408,139.059359,1,0,2012,3,31,14,1,4,15,1,476285.66607178916
14027,1834,47,3,14216.0,20248,34.985168,138.481305,1,2,2012,3,31,23,1,4,6,24,930463.5317317958
14028,1903,50,3,22126.0,71624,35.5099882,139.60638254387774,1,1,2012,3,31,18,7,4,12,16,119461.85357376825
14029,1904,25,4,7719.0,24130,33.3716798,130.5202079,1,2,2012,3,31,1,2,4,28,23,454760.9597973294
14030,1405,32,4,14023.0,38794,43.0147798,141.40974344269986,1,3,2012,4,7,3,3,5,24,22,830113.1422577178
14031,1403,53,5,13147.0,19526,38.319142150000005,140.8818652981643,1,1,2012,4,7,8,5,5,27,5,432944.2778077677
14032,1403,26,5,13824.0,43739,35.0845879,137.17087353460715,1,2,2012,4,7,13,1,5,7,28,665351.4932737421
14033,1404,28,3,12709.0,28425,34.656726,135.168171,1,2,2012,4,7,2,6,5,23,6,296258.06444926164
14034,1504,63,4,15854.0,41684,37.882408,139.059359,1,1,2012,4,7,14,1,5,15,12,275183.39573588513
14035,1603,20,3,8180.0,15491,35.91625305,139.6334514171515,1,1,2012,4,7,5,7,5,8,20,398273.1454844501
14036,1704,31,3,23507.0,38620,35.9920049,140.64036786659403,1,2,2012,4,7,20,7,5,16,9,90807.37851436491
14037,1904,76,4,12318.0,36894,34.444006,132.394111,1,2,2012,4,7,11,0,5,11,1,288012.1965961033
14038,1603,35,3,20996.0,26232,35.5858,139.6527088,2,2,2012,4,8,18,7,5,10,3,12000.763824400372
14039,1303,93,3,12318.0,15349,35.848468350000005,139.97511131070166,1,0,2012,4,14,4,7,6,22,27,280194.1051805758
14040,1304,87,3,19279.0,47851,35.66418645,139.52707517816015,1,0,2012,4,14,15,7,6,3,16,111934.21780285248
14041,1403,80,3,7101.0,15442,35.4690346,139.60369908044174,1,0,2012,4,14,18,7,6,12,8,43315.862624957044
14042,1504,78,4,25894.0,62010,35.903486900000004,139.71744524095004,1,0,2012,4,14,5,7,6,9,23,433751.62862089806
14043,1604,76,3,16334.0,20248,34.985168,138.481305,1,0,2012,4,14,23,1,6,6,5,9016.738690259655
14044,1603,70,3,12896.0,43739,35.0845879,137.17087353460715,1,3,2012,4,14,13,1,6,7,24,956440.4089809348
14045,1834,54,3,9735.0,24130,33.3716798,130.5202079,1,2,2012,4,14,1,2,6,28,11,212358.2653914889
14046,1904,43,4,17134.0,21000,34.810305,135.5426977881143,1,2,2012,4,14,7,6,6,1,10,380259.3415245128
14047,1904,43,3,9154.0,24481,34.614434,135.515477,1,2,2012,4,14,7,6,6,20,15,481995.9002234609
14048,1404,36,4,11119.0,38794,43.0147798,141.40974344269986,1,3,2012,4,21,3,3,7,24,10,853807.9615955111
14049,1403,53,4,11965.0,15165,34.7251498,137.8751465,1,2,2012,4,21,23,1,7,5,12,179977.01380053852
14050,1404,47,4,10859.0,28425,34.656726,135.168171,1,2,2012,4,21,2,6,7,23,22,463636.51591939596
14051,1405,65,4,11123.0,36894,34.444006,132.394111,1,1,2012,4,21,11,0,7,11,7,420845.23460076284
14052,1503,50,3,12110.0,38620,35.9920049,140.64036786659403,1,1,2012,4,21,20,7,7,16,20,487519.48837062914
14053,1705,78,3,5432.0,17000,33.276471,130.290312,1,0,2012,4,21,1,2,7,28,15,942553.1094593162
14054,1833,58,3,12709.0,15491,35.91625305,139.6334514171515,1,1,2012,4,21,5,7,7,8,9,6617.127738302282
14055,1904,55,4,17192.0,19526,38.319142150000005,140.8818652981643,1,2,2012,4,21,8,5,7,27,3,310489.1131417974
14056,1903,79,3,8548.0,21000,34.810305,135.5426977881143,2,1,2012,4,22,7,6,7,1,6,260275.01689058606
14057,1304,47,4,22405.0,47851,35.66418645,139.52707517816015,1,2,2012,4,28,15,7,8,3,6,128972.61374845167
14058,1303,34,3,18138.0,20223,35.131623,136.933489,1,2,2012,4,28,13,1,8,7,9,259115.71936917238
14059,1404,75,3,10351.0,15349,35.848468350000005,139.97511131070166,1,2,2012,4,28,4,7,8,22,28,933279.668093882
14060,1503,50,3,19895.0,26232,35.5858,139.6527088,1,2,2012,4,28,18,7,8,10,11,669684.2390273884
14061,1534,71,4,17583.0,38620,35.9920049,140.64036786659403,1,2,2012,4,28,20,7,8,16,1,487519.48837062914
14062,1603,65,3,8435.0,15491,35.91625305,139.6334514171515,1,2,2012,4,28,5,7,8,8,24,807146.8799435531
14063,1603,55,3,21054.0,71624,35.5099882,139.60638254387774,1,2,2012,4,28,18,7,8,12,23,413360.53985050373
14064,1603,39,3,24637.0,41684,37.882408,139.059359,1,2,2012,4,28,14,1,8,15,27,164736.90794622622
14065,1904,74,4,12183.0,24481,34.614434,135.515477,1,2,2012,4,28,7,6,8,20,5,265479.49076931766
14066,1403,70,3,9596.0,20861,43.01876195,141.4641702081558,3,1,2012,5,3,3,3,9,24,20,1058518.9318978107
14067,1404,59,4,11672.0,28425,34.656726,135.168171,3,3,2012,5,3,2,6,9,23,8,428828.18069549656
14068,1503,88,3,15671.0,26232,35.5858,139.6527088,3,0,2012,5,3,18,7,9,10,5,133803.94366959628
14069,1604,65,5,17826.0,36894,34.444006,132.394111,3,1,2012,5,3,11,0,9,11,15,708818.2824939098
14070,1604,60,3,18113.0,24130,33.3716798,130.5202079,3,1,2012,5,3,1,2,9,28,27,1080827.129352497
14071,1905,90,5,44422.0,62010,35.903486900000004,139.71744524095004,3,0,2012,5,3,5,7,9,9,12,51047.327284763094
14072,1901,90,4,18393.0,20248,34.985168,138.481305,3,1,2012,5,3,23,1,9,6,16,233076.0549949871
14073,1904,62,3,25813.0,54224,35.67785955,139.71351420013758,0,2,2012,6,27,15,7,9,3,22,37984.22869487302
14074,1903,62,3,10840.0,21000,34.810305,135.5426977881143,0,1,2012,6,27,7,6,9,1,7,131111.8623530724
14075,1304,68,4,18525.0,19526,38.319142150000005,140.8818652981643,2,1,2012,5,6,8,5,10,27,6,432944.2778077677
14076,1303,47,3,24183.0,71624,35.5099882,139.60638254387774,2,2,2012,5,6,18,7,10,12,24,851983.0506267792
14077,1305,33,4,16446.0,24481,34.614434,135.515477,2,2,2012,5,6,7,6,10,20,23,31640.8838411007
14078,1503,85,3,12875.0,15349,35.848468350000005,139.97511131070166,2,2,2012,5,6,4,7,10,22,11,703548.9978422677
14079,1703,54,4,11554.0,15491,35.91625305,139.6334514171515,2,1,2012,5,6,5,7,10,8,1,398273.1454844501
14080,1605,73,3,22193.0,50889,34.74343045,137.97072889535485,2,2,2012,5,6,23,1,10,5,9,196339.9519222752
14081,1703,48,4,20512.0,43739,35.0845879,137.17087353460715,2,2,2012,5,6,13,1,10,7,10,228453.03065198107
14082,1904,75,3,10626.0,38620,35.9920049,140.64036786659403,2,1,2012,5,6,20,7,10,16,28,995398.0361220771
14083,1904,68,4,21827.0,41684,37.882408,139.059359,2,2,2012,5,6,14,1,10,15,3,249845.86483755003
14084,1304,49,4,10816.0,38794,43.0147798,141.40974344269986,1,3,2012,5,12,3,3,11,24,3,826623.7925748272
14085,1403,31,4,13555.0,15165,34.7251498,137.8751465,1,2,2012,5,12,23,1,11,5,16,294204.54269757203
14086,1404,29,3,7833.0,24130,33.3716798,130.5202079,1,2,2012,5,12,1,2,11,28,8,880964.2490010184
14087,1503,27,3,16054.0,26232,35.5858,139.6527088,1,1,2012,5,12,18,7,11,10,22,42685.8142786077
14088,1504,48,3,12073.0,36894,34.444006,132.394111,1,2,2012,5,12,11,0,11,11,12,671245.0483879595
14089,1534,45,5,15891.0,20248,34.985168,138.481305,1,2,2012,5,12,23,1,11,6,20,272970.98792230646
14090,1604,26,3,31818.0,62010,35.903486900000004,139.71744524095004,1,2,2012,5,12,5,7,11,9,15,230232.7909749306
14091,1834,42,3,14825.0,28425,34.656726,135.168171,1,2,2012,5,12,2,6,11,23,7,169144.6778975784
14092,1904,54,4,15253.0,21000,34.810305,135.5426977881143,1,2,2012,5,12,7,6,11,1,27,612205.0439195223
14093,1403,40,3,25241.0,71624,35.5099882,139.60638254387774,1,2,2012,5,19,18,7,12,12,1,383685.58862315014
14094,1404,53,5,12613.0,36894,34.444006,132.394111,1,1,2012,5,19,11,0,12,11,23,257389.68612761932
14095,1503,45,4,21920.0,41684,37.882408,139.059359,1,2,2012,5,19,14,1,12,15,5,328057.02201796265
14096,1534,36,4,35877.0,62010,35.903486900000004,139.71744524095004,1,2,2012,5,19,5,7,12,9,6,158886.07457911022
14097,1603,41,4,9304.0,15491,35.91625305,139.6334514171515,1,2,2012,5,19,5,7,12,8,10,52015.290618206134
14098,1704,50,3,13915.0,38620,35.9920049,140.64036786659403,1,2,2012,5,19,20,7,12,16,24,787555.0180812783
14099,1833,43,3,16317.0,19526,38.319142150000005,140.8818652981643,1,2,2012,5,19,8,5,12,27,7,497245.5039468735
14100,1904,36,4,19643.0,47853,34.614434,135.515477,1,1,2012,5,19,7,6,12,20,22,434143.8135786871
14101,1504,35,3,25803.0,47851,35.66418645,139.52707517816015,2,1,2012,5,20,15,7,12,3,28,888841.2845489439
